user_id,name,address,phone,email
user0001,Mickie Seemer,1221 Banner Pl E,5099657561,MickieSeemer@hotmail.com
user0002,Jeralee Artale,6513 Stirling Ave ,5096882373,JeraleeArtale@hotmail.com
user0003,Kacy Paronto,7320 Dyer Blvd S,5649364213,KacyParonto@yahoo.com
user0004,Chelsey Quinoes,5457 Scott Pl NW,4259505098,ChelseyQuinoes@outlook.com
user0005,Jerrilyn Beckworth,4449 Elin Pl NE,2530669867,JerrilynBeckworth@yahoo.com
user0006,Adiana Blankschan,4486 Blaine Pl E,5095379612,AdianaBlankschan@yahoo.com
user0007,Gertrud Parrotte,8175 Wilfred Ave SE,5416056454,GertrudParrotte@outlook.com
user0008,Juliet Geiken,7287 Hazel Way N,2539842606,JulietGeiken@icloud.com
user0009,Devina Couillard,2680 Thirty-Fourth St SW,3604388942,DevinaCouillard@aol.com
user0010,Darice Rousso,6866 Allee Dr SW,3608198973,DariceRousso@hotmail.com
