user_id,name,address,phone,email
user0001,Deeanne Cheramie,7042 Cove Pl SE,3604062747,DeeanneCheramie@gmail.com
user0002,Gloriane Krauel,7708 Waterton St SE,2532418803,GlorianeKrauel@gmail.com
user0003,Erica Tick,2464 Nelson St NW,4252257827,EricaTick@aol.com
user0004,Kelcie Bellavia,3876 Waite Way W,5641414245,KelcieBellavia@aol.com
user0005,Chrysa Crumpler,6549 Bismark Pl S,4254088284,ChrysaCrumpler@icloud.com
user0006,Arleta Vickerson,4790 Third St S,5644671415,ArletaVickerson@aol.com
user0007,Lyndel Worley,8936 Andover Way SW,5642519802,LyndelWorley@outlook.com
user0008,Talyah Salls,2351 Rose Pl NE,5646317837,TalyahSalls@hotmail.com
user0009,Lana Steffler,2449 Illinois St ,5035315906,LanaSteffler@gmail.com
user0010,Evy Henneman,5271 Decatur Pl SW,5096347918,EvyHenneman@yahoo.com
user0011,Pat Newbold,8933 Oriental St N,5640763322,PatNewbold@yahoo.com
user0012,Harriot Mccolgan,8057 Emmons Ave E,2531990680,HarriotMccolgan@aol.com
user0013,Stacia Loske,7975 Rose Way E,2061745794,StaciaLoske@aol.com
user0014,Netti Brano,3991 Franklin Pl N,3604071228,NettiBrano@aol.com
user0015,Benoite Hazzard,1975 Mcgill Blvd SE,3603440412,BenoiteHazzard@aol.com
user0016,Dona Rehak,8370 Sherbrook Pl E,5032945222,DonaRehak@yahoo.com
user0017,Caryn Mahowald,1838 Wadsworth St SE,5095000133,CarynMahowald@outlook.com
user0018,Shena Nantz,4702 Town Blvd NW,3607447874,ShenaNantz@hotmail.com
user0019,Dena Langbein,3056 Cooke Way W,5096281168,DenaLangbein@gmail.com
user0020,Eugenie Westerberg,5101 Talbot Pl SE,4255805725,EugenieWesterberg@icloud.com
user0021,Vin Moghadam,2338 Locksley Blvd W,3606109576,VinMoghadam@hotmail.com
user0022,Bobinette Sadowski,1249 Walker St NE,3600356965,BobinetteSadowski@gmail.com
user0023,Reiko Twombley,7832 Thirty-Sixth Ave SW,5093542755,ReikoTwombley@gmail.com
