_id,name,address,phone_number,email
cust0001,Lisa Washington,113 109th Ave.,5809004682,Lisa1@yahoo.com
cust0002,Mark Johnson,3752 77th Dr.,6794792047,Mark1@yahoo.com
cust0003,George Anderson,2606 187th Dr.,5363753222,George1@gmail.com
cust0004,George Smith,2948 168th Cir.,6611896458,George2@msn.com
cust0005,George Garfield,7879 177th St.,4408793346,George3@yahoo.com
cust0006,Sue Garfield,5942 117th St.,8593592489,Sue1@msn.com
cust0007,Sue Smith,8069 195th Rd.,7205970411,Sue2@aol.com
cust0008,Tom Washington,6073 186th Cir.,3929869025,Tom1@gmail.com
cust0009,Carey Williams,4106 138th St.,9741894485,Carey1@msn.com
cust0010,Lisa Washington,8705 19th Rd.,9776100258,Lisa2@aol.com
cust0011,John Garfield,9363 110th St.,6029413410,John1@msn.com
cust0012,Pat Madison,7270 11th Pky.,1926184098,Pat1@msn.com
cust0013,John Garfield,7679 54th Pl.,7981020452,John2@aol.com
cust0014,Megan Anderson,8272 111st Dr.,3697267377,Megan1@gmail.com
cust0015,Megan Brown,6694 71st Pky.,4188948878,Megan2@msn.com
cust0016,Josh Williams,2353 180th Blvd.,3454737267,Josh1@msn.com
cust0017,Lisa Lincoln,6048 80th St.,5778377940,Lisa3@yahoo.com
cust0018,Carly Lincoln,6332 181st Ln.,4844504053,Carly1@msn.com
cust0019,Josh Johnson,6911 26th Pl.,8173453375,Josh2@gmail.com
cust0020,Cary Washington,6050 174th Rd.,8097249268,Cary1@aol.com
cust0021,Chris Madison,1718 199th St.,2774728085,Chris1@gmail.com
cust0022,George Miller,4674 7th St.,6639630678,George4@msn.com
cust0023,Josh Madison,1123 97th Cir.,1487092892,Josh3@gmail.com
cust0024,Josh Anderson,4522 180th Cir.,3280137082,Josh4@yahoo.com
cust0025,Megan Johnson,7355 114th Ave.,1932110875,Megan3@msn.com
cust0026,Josh Anderson,7523 116th Cir.,4183556520,Josh5@yahoo.com
cust0027,Scott Garfield,410 111st Rd.,7438016019,Scott1@yahoo.com
cust0028,Carey Williams,2060 156th Dr.,7710812635,Carey2@gmail.com
cust0029,Pat Lincoln,9558 81st Cir.,6502697906,Pat2@msn.com
cust0030,Sue Madison,2196 100th Pky.,3816167708,Sue3@gmail.com
cust0031,Lisa Johnson,590 200th Blvd.,2534163655,Lisa4@msn.com
cust0032,Megan Madison,6016 192nd Ln.,3916428144,Megan4@yahoo.com
cust0033,Tom Anderson,604 159th Pl.,2697732770,Tom2@aol.com
cust0034,Pat Madison,5776 171st Blvd.,6822932152,Pat3@gmail.com
cust0035,Sue Washington,4242 74th Pky.,4160215905,Sue4@aol.com
cust0036,Tom Lincoln,9719 142nd Blvd.,3611725902,Tom3@yahoo.com
cust0037,Carey Garfield,6164 149th Pl.,5103971253,Carey3@yahoo.com
cust0038,John Madison,4410 176th Ln.,7191849733,John3@aol.com
cust0039,Jordan Johnson,899 27th Dr.,5355010530,Jordan1@gmail.com
cust0040,Tom Brown,3361 179th Ave.,6722742214,Tom4@msn.com
cust0041,Sue Brown,9995 39th Cir.,8632017261,Sue5@gmail.com
cust0042,John Miller,6356 195th Blvd.,2079167983,John4@yahoo.com
cust0043,Sue Brown,456 54th Way,1381148453,Sue6@yahoo.com
cust0044,Carly Garfield,7876 179th Pky.,9482776455,Carly2@msn.com
cust0045,Cary Anderson,7022 51st Cir.,5301327900,Cary2@yahoo.com
cust0046,Jordan Madison,1268 8th Cir.,4112454834,Jordan2@aol.com
cust0047,Carey Johnson,4350 7th Pky.,4340500876,Carey4@gmail.com
cust0048,Megan Smith,5325 171st Dr.,5930932219,Megan5@msn.com
cust0049,George Garfield,9716 30th Pky.,5486821202,George5@aol.com
cust0050,George Garfield,8976 140th Ln.,7151230513,George6@aol.com
cust0051,Sue Washington,7037 164th Rd.,7287469864,Sue7@gmail.com
cust0052,John Davis,1837 144th Pky.,1043544362,John5@yahoo.com
cust0053,Chris Williams,6102 11th Pl.,1768966856,Chris2@msn.com
cust0054,Carey Washington,3523 70th Pl.,6382668311,Carey5@yahoo.com
cust0055,Megan Johnson,3803 1st Cir.,4152906318,Megan6@msn.com
cust0056,Chris Brown,9837 105th St.,3763521447,Chris3@msn.com
cust0057,Megan Madison,4279 94th St.,7271916502,Megan7@gmail.com
cust0058,Josh Anderson,9641 23rd Ave.,9529480118,Josh6@msn.com
