_id,name,address,phone_number,email
cust0001,Josh Brown,8946 139th Pky.,3956780294,Josh1@gmail.com
cust0002,John Miller,4983 21st Dr.,9184618799,John1@msn.com
cust0003,Carly Davis,7226 185th Rd.,4594360898,Carly1@gmail.com
cust0004,Mark Lincoln,2151 194th Rd.,1292836451,Mark1@yahoo.com
cust0005,John Williams,3508 88th Way,7078859281,John2@gmail.com
cust0006,Carey Garfield,2915 177th Pky.,2360317356,Carey1@msn.com
cust0007,Mark Washington,4318 107th Blvd.,9218132882,Mark2@aol.com
cust0008,Pat Davis,7960 175th Way,2947800481,Pat1@aol.com
cust0009,Chris Davis,7711 136th Pl.,8536102076,Chris1@aol.com
cust0010,Megan Williams,2882 49th Ave.,6413520302,Megan1@aol.com
cust0011,Lisa Davis,7632 162nd Blvd.,4911520818,Lisa1@msn.com
cust0012,Chris Smith,7895 65th Pl.,9472539891,Chris2@yahoo.com
cust0013,Josh Garfield,4383 11th Rd.,2812760163,Josh2@gmail.com
cust0014,Mark Garfield,1134 46th Dr.,5371430030,Mark3@gmail.com
cust0015,Chris Johnson,4160 68th Ln.,5770921169,Chris3@yahoo.com
cust0016,Lisa Garfield,4355 126th Ave.,6134257443,Lisa2@msn.com
cust0017,John Washington,4053 8th Pky.,1252739407,John3@aol.com
cust0018,Cary Davis,3826 181st Blvd.,9070396492,Cary1@yahoo.com
cust0019,Pat Miller,5710 36th Ln.,2920425815,Pat2@yahoo.com
cust0020,Josh Garfield,6363 126th Cir.,3041824060,Josh3@aol.com
cust0021,Mark Johnson,4349 152nd Way,8321342859,Mark4@gmail.com
cust0022,Carly Smith,3881 135th Rd.,1638459096,Carly2@gmail.com
cust0023,Jordan Miller,5138 127th Ln.,9576819327,Jordan1@msn.com
cust0024,Lisa Anderson,346 119th Pl.,9865369003,Lisa3@yahoo.com
cust0025,John Lincoln,971 109th Dr.,7546270118,John4@gmail.com
cust0026,Josh Brown,1871 114th Pky.,2814626524,Josh4@aol.com
