user001,Andrew Smith,23 Railroad Street,andrew@hpnorton.com,202-555-0134,True,1000
user002,Kate Harris,638 Cactus St,kate@hpnorton.com,202-555-0169,False,1000
user003,Elisa Miles,4490 Union Street,elisa.miles@yahoo.com,206-922-0882,True,800
user004,Maya Data,4936 Elliot Avenue,mdata@uw.edu,206-777-1927,True,1500
user005,Will Jones,301 Railroad Avenue,will.jones@hpnorton.com,555-555-0001,True,10001
user005,Kate Adams,301 Union Drive,kate.adams@hpnorton.com,555-555-0001,True,10001
user006,John Adams,302 Elliot Drive,john.adams@hpnorton.com,555-555-0002,False,10002
user007,Kate Data,303 Broadway Drive,kate.data@hpnorton.com,555-555-0003,False,10003
user008,Andrew Adams,304 Cactus Avenue,andrew.adams@hpnorton.com,555-555-0004,True,10004
user009,Elisa Adams,305 Elliot Drive,elisa.adams@hpnorton.com,555-555-0005,False,10005
user010,Elisa Data,306 Union Road,elisa.data@hpnorton.com,555-555-0006,False,10006
user011,Andrew Miles,307 Railroad Road,andrew.miles@hpnorton.com,555-555-0007,False,10007
user012,Adam Miles,308 Railroad Road,adam.miles@hpnorton.com,555-555-0008,False,10008
user013,Maya Smith,309 Cactus Drive,maya.smith@hpnorton.com,555-555-0009,False,10009
user014,Will Cruz,310 Railroad Road,will.cruz@hpnorton.com,555-555-0010,True,10010
user015,Will Cruz,311 Broadway Drive,will.cruz@hpnorton.com,555-555-0011,False,10011
user016,Maya Miles,312 Thomas Road,maya.miles@hpnorton.com,555-555-0012,True,10012
user017,Sarah Adams,313 Cactus Avenue,sarah.adams@hpnorton.com,555-555-0013,True,10013
user018,Elisa Smith,314 Union Road,elisa.smith@hpnorton.com,555-555-0014,False,10014
user019,Andrew Data,315 Broadway Avenue,andrew.data@hpnorton.com,555-555-0015,False,10015
user020,Kate Cruz,316 Cactus Drive,kate.cruz@hpnorton.com,555-555-0016,False,10016
user021,Maya Jones,317 Railroad Drive,maya.jones@hpnorton.com,555-555-0017,False,10017
user022,Will Data,318 Broadway Avenue,will.data@hpnorton.com,555-555-0018,True,10018
user023,Adam Jones,319 Railroad Road,adam.jones@hpnorton.com,555-555-0019,False,10019
user024,Elisa Harris,320 Union Drive,elisa.harris@hpnorton.com,555-555-0020,True,10020
user025,Kate Data,321 Cactus Avenue,kate.data@hpnorton.com,555-555-0021,True,10021
user026,Elisa Adams,322 Union Street,elisa.adams@hpnorton.com,555-555-0022,False,10022
user027,Kate Data,323 Broadway Drive,kate.data@hpnorton.com,555-555-0023,True,10023
user028,John Smith,324 Railroad Avenue,john.smith@hpnorton.com,555-555-0024,False,10024
user029,Andrew Jones,325 Railroad Avenue,andrew.jones@hpnorton.com,555-555-0025,False,10025
user030,Sarah Cruz,326 Elliot Street,sarah.cruz@hpnorton.com,555-555-0026,True,10026
user031,Will Jones,327 Elliot Drive,will.jones@hpnorton.com,555-555-0027,True,10027
user032,Sarah Harris,328 Union Road,sarah.harris@hpnorton.com,555-555-0028,False,10028
user033,Andrew Smith,329 Union Street,andrew.smith@hpnorton.com,555-555-0029,True,10029
user034,Maya Harris,330 Elliot Street,maya.harris@hpnorton.com,555-555-0030,True,10030
user035,Adam Miles,331 Railroad Drive,adam.miles@hpnorton.com,555-555-0031,True,10031
user036,Will Harris,332 Railroad Avenue,will.harris@hpnorton.com,555-555-0032,True,10032
user037,Andrew Data,333 Broadway Drive,andrew.data@hpnorton.com,555-555-0033,True,10033
user038,Andrew Smith,334 Union Road,andrew.smith@hpnorton.com,555-555-0034,False,10034
user039,Will Miles,335 Cactus Drive,will.miles@hpnorton.com,555-555-0035,True,10035
user040,Andrew Smith,336 Thomas Avenue,andrew.smith@hpnorton.com,555-555-0036,True,10036
user041,Maya Smith,337 Elliot Avenue,maya.smith@hpnorton.com,555-555-0037,True,10037
user042,Kate Jones,338 Union Road,kate.jones@hpnorton.com,555-555-0038,True,10038
user043,Andrew Miles,339 Union Avenue,andrew.miles@hpnorton.com,555-555-0039,False,10039
user044,Adam Jones,340 Cactus Road,adam.jones@hpnorton.com,555-555-0040,False,10040
user045,Kate Cruz,341 Elliot Street,kate.cruz@hpnorton.com,555-555-0041,False,10041
user046,Sarah Adams,342 Broadway Avenue,sarah.adams@hpnorton.com,555-555-0042,False,10042
user047,Maya Miles,343 Elliot Avenue,maya.miles@hpnorton.com,555-555-0043,False,10043
user048,Sarah Jones,344 Cactus Road,sarah.jones@hpnorton.com,555-555-0044,True,10044
user049,Kate Jones,345 Railroad Street,kate.jones@hpnorton.com,555-555-0045,True,10045
user050,Adam Smith,346 Elliot Drive,adam.smith@hpnorton.com,555-555-0046,True,10046
user051,Elisa Cruz,347 Broadway Road,elisa.cruz@hpnorton.com,555-555-0047,False,10047
user052,Will Smith,348 Cactus Street,will.smith@hpnorton.com,555-555-0048,False,10048
user053,Kate Miles,349 Elliot Avenue,kate.miles@hpnorton.com,555-555-0049,False,10049
user054,Sarah Cruz,350 Cactus Drive,sarah.cruz@hpnorton.com,555-555-0050,True,10050
user055,Elisa Adams,351 Elliot Street,elisa.adams@hpnorton.com,555-555-0051,False,10051
user056,Elisa Cruz,352 Broadway Avenue,elisa.cruz@hpnorton.com,555-555-0052,True,10052
user057,Sarah Cruz,353 Elliot Avenue,sarah.cruz@hpnorton.com,555-555-0053,True,10053
user058,Sarah Harris,354 Broadway Street,sarah.harris@hpnorton.com,555-555-0054,True,10054
user059,Elisa Cruz,355 Broadway Drive,elisa.cruz@hpnorton.com,555-555-0055,True,10055
user060,Will Miles,356 Thomas Street,will.miles@hpnorton.com,555-555-0056,False,10056
user061,Maya Adams,357 Elliot Road,maya.adams@hpnorton.com,555-555-0057,True,10057
user062,Andrew Miles,358 Cactus Road,andrew.miles@hpnorton.com,555-555-0058,True,10058
user063,Will Harris,359 Broadway Avenue,will.harris@hpnorton.com,555-555-0059,True,10059
user064,Maya Smith,360 Cactus Road,maya.smith@hpnorton.com,555-555-0060,False,10060
user065,Will Miles,361 Cactus Road,will.miles@hpnorton.com,555-555-0061,True,10061
user066,Elisa Adams,362 Thomas Avenue,elisa.adams@hpnorton.com,555-555-0062,False,10062
user067,Andrew Data,363 Broadway Road,andrew.data@hpnorton.com,555-555-0063,True,10063
user068,Maya Smith,364 Union Street,maya.smith@hpnorton.com,555-555-0064,False,10064
user069,Will Adams,365 Cactus Road,will.adams@hpnorton.com,555-555-0065,True,10065
user070,Andrew Jones,366 Broadway Avenue,andrew.jones@hpnorton.com,555-555-0066,True,10066
